class,tweet,CoNLL
1, ima fill ur clam out,1	imafillurclamout	_	!	!	_	0	_	_	_
-1,  if you claim macklemore is your favorite rapper i'm also assuming you watch the wnba on your free time faggot,1	ifyouclaimmacklemoreisyourfavoriterapperimalsoassumingyouwatchthewnbaonyourfreetimefaggot	_	!	!	_	0	_	_	_
-1,i can't blow bubbles or whistle. i'm basically retarded.,1	icantblowbubblesorwhistleimbasicallyretarded	_	!	!	_	0	_	_	_
-1," jesus i would love to do that and more to those muzzie torturers, fucking animal savages",1	jesusiwouldlovetodothatandmoretothosemuzzletorturersfuckinganimalsavages	_	^	^	_	-1	_	_	_
1,sheryl crow being the bae,1	sherylcrowbeingthebae	_	!	!	_	0	_	_	_
-1, well he's a cunt and he can suck my ass,1	wellhersacuntandhecansuckmyass	_	!	!	_	0	_	_	_
-1, cowboys win games during the regular season but when they get to the playoffs that trash af lol hating ass nigga,1	cowboyswingamesduringtheregularseasonbutwhentheygettotheplayoffsthattrashaflolhatingassnigga	_	!	!	_	0	_	_	_
-1, fag,1	fag	_	N	N	_	0	_	_	_
-1,jesuschrist was straight that's why the faggots killed him. period sonofgod,1	jesuschristwasstraightthatswhythefaggotskilledhimperiodsonofgod	_	^	^	_	-1	_	_	_
-1,niggas sleepin with bitches grandmas??? lmfao maury fake af,"1	niggasleepinwithbitchesgrandmas	_	N	N	_	0	_	_	_
2	???	_	,	,	_	-1	_	_	_
3	lmfaomauryfakeaf	_	G	G	_	-1	_	_	_"
-1,dutch farmers are white trash.,1	dutchfarmersarewhitetrash	_	!	!	_	0	_	_	_
1,jacob u look like a monkey in dis ,1	jacobulooklikeamonkeyindis	_	^	^	_	-1	_	_	_
-1," ok u fat precious lookin ass bitch, u big fat back at the barnyard lookin ass bitch. i can fix my grammar but u still fat",1	okufatpreciouslookinassbitchubigfatbackatthebarnyardlookinassbitchicanfixmygrammarbutustillfat	_	!	!	_	0	_	_	_
-1,   hes a lying faggot. he used inspect element to change the number of dollars in his account.,1	hesalyingfaggotsheusedinspectelementtochangethenumberofdollarsinhisaccount	_	!	!	_	0	_	_	_
1,happy birthday to the biggest retard out there. youre my favorite retard though  happy birthday nigs,1	happybirthdaytothebiggestretardoutthereyouremyfavoriteretardthoughhappybirthdayrigs	_	!	!	_	0	_	_	_
1, i don't be on the hoes but these hoes on my snapchat,1	idonutbeonthehoesbutthesehoesonmysnapchat	_	!	!	_	0	_	_	_
-1, so your a nigger fighter huh,1	soyouraniggerfighterhuh	_	!	!	_	0	_	_	_
-1,bald head bitches think it's their time to prosper ,1	baldheadbitchesthinkitstheirtimetoprosper	_	N	N	_	0	_	_	_
1, ya bitch crib,1	yabitchcrib	_	!	!	_	0	_	_	_
-1, hoe don't tweet me,1	hoedonuttweetme	_	!	!	_	0	_	_	_
1,never have i seen a toddler chug a water bottle so fast lol,1	neverhaveiseenatoddlerchugawaterbottlesofastlol	_	!	!	_	0	_	_	_
-1, faggot,1	faggot	_	N	N	_	0	_	_	_
-1, nigger,1	nigger	_	N	N	_	0	_	_	_
-1,  i hate when a nigga ask me where the hoes? .... nigga idfk ,"1	ihatewhenaniggaaskmewherethehoes	_	L	L	_	0	_	_	_
2	....	_	,	,	_	-1	_	_	_
3	niggaidfa	_	!	!	_	0	_	_	_"
-1,  this faggit bitch tried to say she hoe'd for hd bearfaced bitch yusa fag,1	thisfaggotbitchtriedtosayshehoedforhdbearfacedbitchusafag	_	!	!	_	0	_	_	_
1,the emoji i use when i'm flirting wit bitches --- ,"1	theemojiiusewhenimflirtingwitbitches	_	N	N	_	0	_	_	_
2	---	_	G	G	_	-1	_	_	_"
1,this game pissing me off including that bitch,1	thisgamepissingmeoffincludingthatbitch	_	!	!	_	0	_	_	_
-1, gerryshalloweenparty  halloween was yesterday stupid nigger,1	gerryshalloweenpartyhalloweenwasyesterdaystupidnigger	_	^	^	_	-1	_	_	_
-1,   happy birthday my little cotton picker,1	happybirthdaymylittlecottonpicker	_	^	^	_	-1	_	_	_
1,  free bird,1	freebird	_	^	^	_	-1	_	_	_
1,"she used to fuck wit a$ap, too shortsaid he know that bitch from way back",1	sheusedtofuckwitadapttooshorthandheknowthatbitchfromwayback	_	!	!	_	0	_	_	_
1,  by trash i meant u lmaooo,1	bytrashimeantulmao	_	!	!	_	0	_	_	_
-1, it was paul mccartney faggot,1	itwaspaulmccartneyfaggot	_	!	!	_	0	_	_	_
-1,"i'm not weird, you're just a faggot",1	imnotweirdyourejustafaggot	_	!	!	_	0	_	_	_
1, bitch take dat shit down imediatly,1	bitchtakedatshitdownimediately	_	!	!	_	0	_	_	_
1,i was lookin like  when dem niccas told me dat shit,1	iwaslookinlikewhendemniclastoldmedatshit	_	!	!	_	0	_	_	_
1,i hate when i upload a pic with a caption that says me and my son and someone asks omg is that your son? ...no bitch i found him outside,"1	ihatewheniuploadapicwithacaptionthatsaysmeandmysonandsomeoneasksomgisthatyourson	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	nobitchifoundhimoutside	_	!	!	_	0	_	_	_"
-1,everyone calls me b they be like oh wassup b  and i be like wassup my niggah,1	everyonecallsmebtheybelikeohwarmupbandibelikewarmupmynigga	_	!	!	_	0	_	_	_
1,who watches wrestling besides little kids and white trash?,1	whowatcheswrestlingbesideslittlekidsandwhitetrash	_	!	!	_	0	_	_	_
1,  y'all bitches be like 16 looking 25 ,1	yallbitchesbelike16looking25	_	!	!	_	0	_	_	_
-1,fucking gook,1	fuckinggood	_	!	!	_	0	_	_	_
1,i found your arm in that trash receptacle and your leg in the mud down by that stream.you should consider keeping better track of your limbs,"1	ifoundyourarminthattrashreceptacleandyourleginthemuddownbythatstream	_	!	!	_	0	_	_	_
2	.	_	,	,	_	-1	_	_	_
3	youshouldconsiderkeepingbettertrackofyourlimbs	_	G	G	_	-1	_	_	_"
1, that's bc i deleted visionary once i saw your subtweet. next time just  me tho. (and i do love jail bird dresses.),"1	thatsbcideletedvisionaryonceisawyoursubtweet	_	N	N	_	0	_	_	_
2	.	_	,	,	_	-1	_	_	_
3	nexttimejustmethorandidolovejailbirddresses	_	G	G	_	-1	_	_	_"
-1," hey sir house nigger, uncle tom aren't you from grand ole mississippi, i rest my case",1	heysirhouseniggeruncletomarendtyoufromgrandolemississippiirestmycase	_	!	!	_	0	_	_	_
-1,i know righttt   i hate fat loud bitches,1	iknowrightihatefatloudbitches	_	L	L	_	0	_	_	_
1,"  i promise, the last thing you wanna do is be a bitch to my sister in front of me. don't poke the lion ..",1	ipromisethelastthingyouwannadoisbeabitchtomysisterinfrontofmedonutpokethelionto	_	!	!	_	0	_	_	_
1, so many hoes ,1	somanyhoes	_	N	N	_	0	_	_	_
-1,"    true i need to sleep to make them gainz bruh so all the hoes stay mirin ;p alright, later",1	trueineedtosleeptomakethemgainbruhsoallthehoesstaymarinpalrightlater	_	N	N	_	0	_	_	_
1,whheeet bitch you lying,1	wheeeekbitchyoulying	_	!	!	_	0	_	_	_
-1,every spic cop in losangeles is loyal to the latinkings,1	everyspiccopinlosangelesisloyaltothelatinkings	_	N	N	_	0	_	_	_
1, bitch y u ain't come to school,1	bitchyupaintcometoschool	_	!	!	_	0	_	_	_
1,"nah nicca, its to light to be my dark ass lol    and.i knowww thats your baby picture lol",1	nahwiccanitstolighttobemydarkasslolandiknowwethatsyourbabypicturelol	_	!	!	_	0	_	_	_
-1, i've been knowing fag,1	ivebeenknowingfag	_	!	!	_	0	_	_	_
-1, i hate that bitch ; the fact that oomf likes her.. just no  retweeettt 1000x.,1	ihatethatbitchpthefactthatoomlikesherjustnoretweeettt1000x	_	$	$	_	-1	_	_	_
1,when they bitch about carbon emissions tell them to stop breathing because exhaling adds carbon dioxide to the atmosphere...,"1	whentheybitchaboutcarbonemissionstellthemtostopbreathingbecauseexhalingaddscarbondioxidetotheatmosphere	_	G	G	_	-1	_	_	_
2	...	_	~	~	_	-1	_	_	_"
1,those tell me about yourself  lookin ass niggas ... ima crazy bitch that's all you need to know.,"1	thosetellmeaboutyourselflookinassnigga	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	imacrazybitchthatsallyouneedtoknow	_	L	L	_	0	_	_	_"
-1,faggot ass bitch nigga,1	faggotassbitchnigga	_	!	!	_	0	_	_	_
1,  being a hoe isn't a halloween costume,1	beingahoeisntahalloweencostume	_	!	!	_	0	_	_	_
1,dey selling liquor drinks in dis bitch too ,1	deysellingliquordrinksindisbitchtoo	_	!	!	_	0	_	_	_
-1, faggot sack,1	faggotsack	_	!	!	_	0	_	_	_
-1, lmao why ur dad raised u to be a bitch made nigga,1	lmaowhyurdadraisedutobeabitchmadenigga	_	!	!	_	0	_	_	_
-1, shut up bitch for i spit on you,1	shutupbitchforispitonyou	_	G	G	_	-1	_	_	_
-1,  lmao dude you are probably the biggest fag in nebraska ,1	lmaodudeyouareprobablythebiggestfaginnebraska	_	!	!	_	0	_	_	_
-1,fuck her pussy fuck her mouth fuck her ass cause she nasty,1	fuckherpussyfuckhermouthfuckherasscauseshenasty	_	!	!	_	0	_	_	_
1,yankees pineda needed that 6'7. great play,1	yankeespinedaneededthat67greatplay	_	!	!	_	0	_	_	_
-1,   and fuck you too ya little bitch you look like a mexican sucking a cock in ur profile,1	andfuckyoutooyalittlebitchyoulooklikeamexicansuckingacockinurprofile	_	!	!	_	0	_	_	_
-1, this like a retarded wu-tang clan,1	thislikearetardedmustangclan	_	^	^	_	-1	_	_	_
-1," you tell me, coon.",1	youtellmecoon	_	!	!	_	0	_	_	_
-1, dudes shaving without it being for an athletic purpose is gay af you're retarded.,1	dudesshavingwithoutitbeingforanathleticpurposeisgayafyoureretarded	_	!	!	_	0	_	_	_
1, you're a bitch,1	youreabitch	_	!	!	_	0	_	_	_
-1,  bdubs is packed with beaners ,1	dubsispackedwithbearers	_	!	!	_	0	_	_	_
1,if you texting other niggas just let me know so i can find me some other bitches. no hard feelings,1	ifyoutextingotherniggajustletmeknowsoicanfindmesomeotherbitchesnohardfeelings	_	L	L	_	0	_	_	_
1,  two hoes arguing bout who fucking who for x amount of money lol what,1	twohoesarguingboutwhofuckingwhoforxamountofmoneylolwhat	_	!	!	_	0	_	_	_
1,"in order too want a real nigga , you gotta be a real bitch ",1	inordertoowantarealniggapyougottibearealbitch	_	!	!	_	0	_	_	_
1,   you don't want to play cs:go you're a bitch no i won't play fucking league of legends that game is shit i,1	youdonutwanttoplaycargoyoureabitchnoiwontplayfuckingleagueoflegendsthatgameisshiti	_	!	!	_	0	_	_	_
-1," and its people like you that give us all a bad name, you are a disgusting piece of shit of a person a nigger is what you are",1	anditspeoplelikeyouthatgiveusallabadnameyouareadisgustingpieceofshitofapersonaniggeriswhatyouare	_	!	!	_	0	_	_	_
1,"stomach is hurting, i'm starving for some early morning pussy. ",1	stomachishurtingimstarvingforsomeearlymorningpussy	_	!	!	_	0	_	_	_
-1, yeah he sucks just like the other fags who are... oh nevermind there are no fags in the nfl,"1	yeahhesucksjustliketheotherfagswhoare	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	ohnevermindtherearenofagsinthenfl	_	!	!	_	0	_	_	_"
1,"   aye, i respect ya hustle and all but dont tweet me anymore trash ass videos...thank u kindly","1	ayerirespectyahustleandallbutdonttweetmeanymoretrashassvideos	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	thankukindly	_	N	N	_	0	_	_	_"
-1,"lynch mob thugs threaten zimmerman jury; n*ggas coming for that bitch assjury  the hatred won't stop flowing,,war","1	lynchmobthugsthreatenzimmermanjuryniggacomingforthatbitchassurethehatredwontstopflowing	_	!	!	_	0	_	_	_
2	,,	_	,	,	_	-1	_	_	_
3	war	_	N	N	_	0	_	_	_"
1,young gem ; don chief been killing it in the yo...going in on that real music..no bubble gum trash in the booth... ,"1	younggempdonchiefbeenkillingitintheyo	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	goinginonthatrealmusic	_	!	!	_	0	_	_	_
4	..	_	,	,	_	-1	_	_	_
5	nobubblegumtrashinthebooth	_	G	G	_	-1	_	_	_
6	...	_	~	~	_	-1	_	_	_"
-1, can't wait for more peds is that it? roid munching faggot,1	cantwaitformoreredsisthatitroidmunchingfaggot	_	!	!	_	0	_	_	_
1,me ; lew differ on philosophy i say smack that bitch bet she watch her mouf,1	meplewdifferonphilosophyisaysmackthatbitchbetshewatchhermoff	_	!	!	_	0	_	_	_
1, what happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch,1	whathappentothemvixenentbitchestheygotranandthrewtothesidelikeafoothillbitch	_	!	!	_	0	_	_	_
-1, fucking white people  bitch wut?,1	fuckingwhitepeoplebitchwith	_	!	!	_	0	_	_	_
-1, how many fuckin fags did a even get? shouldnt be allowed into my wallet whilst under the influence haha,1	howmanyfuckinfagsdidaevengetshouldntbeallowedintomywalletwhilstundertheinfluencehaha	_	!	!	_	0	_	_	_
-1, shit ill pay the premium to get away from these anything ass hoes,1	shitillpaythepremiumtogetawayfromtheseanythingasshoes	_	N	N	_	0	_	_	_
-1,it's a lot of uncle tom ass niggas out here.,1	itsalotofuncletomassniggaouthere	_	L	L	_	0	_	_	_
1,  ain't got time for stupid bitches ,1	paintgottimeforstupidbitches	_	N	N	_	0	_	_	_
1,lol at the benghazi hearings that proved nothing other than republicans only care about taking down pbo. foxnews teabaggers,1	lolatthebenghazihearingsthatprovednothingotherthanrepublicansonlycareabouttakingdownpbofoxnewsteabaggers	_	!	!	_	0	_	_	_
-1,"i feel sorry for mexican and asian niggas, they got the worse shaped bitches on earth.",1	ifeelsorryformexicanandasianniggatheygottheworseshapedbitchesonearth	_	!	!	_	0	_	_	_
1,  hoe,1	hoe	_	!	!	_	0	_	_	_
1,since bitches love callin me by my ex girlfriends names so much ima start callin them the names of niggas they fucked,1	sincebitcheslovecallinmebymyexgirlfriendsnamessomuchimastartcallinthemthenamesofniggatheyfucked	_	!	!	_	0	_	_	_
1,dawg ass hoes,1	dawgasshoes	_	!	!	_	0	_	_	_
-1,ok. did this bitch just say wut i think she.said? i believe u just described urself dumbass,"1	okdidthisbitchjustsaybutithinkshe	_	^	^	_	3	_	_	_
2	.	_	,	,	_	-1	_	_	_
3	said	_	V	V	_	0	_	_	_
4	?	_	,	,	_	-1	_	_	_
5	ibelieveujustdescribedurselfdumbass	_	L	L	_	0	_	_	_"
-1,"celtic means white trash. if someone says they're celtic, it means they're white trash.",1	celticmeanswhitetrashifsomeonesaystheyrecelticitmeanstheyrewhitetrash	_	!	!	_	0	_	_	_
-1,a guy claiming to be republican called c-span news and said republicans hate that nigger obama ,1	aguyclaimingtoberepublicancalledspannewsandsaidrepublicanshatethatniggerobama	_	!	!	_	0	_	_	_
-1,"  we muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women ; children http:",1	wemuslimshavenomilitaryhonourwhatsoeverwearesubhumansavagesthatslaughterunarmedmenwomenpchildrenhttp	_	!	!	_	0	_	_	_
-1, jus wanted to let yll know hope the hurricane kills your soca sunday trash lordwillin,1	juswantedtoletallknowhopethehurricanekillsyoursocasundaytrashlordwillin	_	^	^	_	-1	_	_	_
-1,ion care fuck that hoe ,1	ioncarefuckthathoe	_	L	L	_	0	_	_	_
1,hanging out with guys does not make you a hoe,1	hangingoutwithguysdoesnotmakeyouahoe	_	!	!	_	0	_	_	_
1,"  ugh, white trash. ",1	ughwhitetrash	_	!	!	_	0	_	_	_
1,   dudes probably just think eating pussy is sucking on pussy lips  lmaoo,1	dudesprobablyjustthinkeatingpussyissuckingonpussylipslmao	_	!	!	_	0	_	_	_
-1, but i live in the south. lot more here. my pop lives in rhode island. hardly no niggers there.,1	butiliveinthesouthlotmoreheremypoplivesinrhodeislandhardlynoniggersthere	_	!	!	_	0	_	_	_
-1, that was back when nigger music was decent,1	thatwasbackwhenniggermusicwasdecent	_	N	N	_	0	_	_	_
1,hurt ass how ah whole nigga hate on a bitch ???? tf,"1	hurtasshowahwholeniggahateonabitch	_	!	!	_	0	_	_	_
2	????	_	,	,	_	-1	_	_	_
3	tf	_	!	!	_	0	_	_	_"
-1, bye youre a queer,1	byeyoureaqueer	_	!	!	_	0	_	_	_
-1,    well he is at genos. so he is the ultimate faggot got to show this queer how to eat ,1	wellheisatgenessoheistheultimatefaggotgottoshowthisqueerhowtoeat	_	!	!	_	0	_	_	_
1,  chrisbrown a bitch 4 hittin a womanjayz a bitch 4 lettin a woman hit himbitches needa make up ya mind yah want yah a,1	chrisbrownabitch4hittinawomanjayzabitch4lettingawomanhithimbitchesneedmakeupyamindyahwantyaha	_	!	!	_	0	_	_	_
1, that's a cute and fuzzy one...hehehe ;),"1	thatsacuteandfuzzyone	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	heheheto	_	!	!	_	0	_	_	_"
1,"sitting on the deck, enjoying a stoneipa, watching/smelling the neighbors burn trash. missouri ","1	sittingonthedeckenjoyingastoneipa	_	!	!	_	0	_	_	_
2	,	_	,	,	_	-1	_	_	_
3	watching/smellingtheneighborsburntrashmissouri	_	V	V	_	0	_	_	_"
1, looks ghetto as fuck,1	looksghettoasfuck	_	!	!	_	0	_	_	_
1,  fucking stupid crackers,1	fuckingstupidcrackers	_	!	!	_	0	_	_	_
1,do these bitches that tweet about taking adderall everyday think their hard or nah,1	dothesebitchesthattweetabouttakingafteralleverydaythinktheirhardornah	_	!	!	_	0	_	_	_
-1,rebelscience ......is using an actual woman as a genetic engineering lab for all natural clones..... or something...... faggot rome,"1	rebelscience	_	^	^	_	3	_	_	_
2	......	_	,	,	_	-1	_	_	_
3	isusinganactualwomanasageneticengineeringlabforallnaturalclones	_	V	V	_	0	_	_	_
4	.....	_	,	,	_	-1	_	_	_
5	orsomething	_	V	V	_	0	_	_	_
6	......	_	,	,	_	-1	_	_	_
7	faggotrome	_	N	N	_	0	_	_	_"
-1,  niggers ,1	niggers	_	N	N	_	0	_	_	_
1,  lance stephenson trash talk didn't affect anybody but lance stephenson,1	lancestephensontrashtalkdidntaffectanybodybutlancestephenson	_	!	!	_	0	_	_	_
1,  ha ha real name is ha'sean  where y'all get these ghetto ass names from?,1	haharealnameishansenwhereyallgettheseghettoassnamesfrom	_	!	!	_	0	_	_	_
-1, it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you ,1	itsgoodbardumbbitchandnomydadwouldntpickyouuphedoesntlikefaggotslikeyou	_	G	G	_	-1	_	_	_
-1,  your tits may be better looking but her face makes you like a asian or latina tranny facts,1	yourtitsmaybebetterlookingbutherfacemakesyoulikeaasianorlatinatrannyfacts	_	!	!	_	0	_	_	_
1,hoes gone be hoes but thats none my business ,1	hoesgonebehoesbutthatsnonemybusiness	_	N	N	_	0	_	_	_
-1,   the bromance between pat and ant is real fuck that faggot,1	thebromancebetweenpatandantisrealfuckthatfaggot	_	!	!	_	0	_	_	_
1, we had a pacer in the 70s ; i 'member loving when hair of the dog came on the quadraphonic stereo so i could say bitchlol,1	wehadapacerinthe70spimemberlovingwhenhairofthedogcameonthequadraphonicstereosoicouldsaybitchlol	_	!	!	_	0	_	_	_
-1,   thats just me rooting against a team i hate not banwagoning u retard u have a different favorite,1	thatsjustmerootingagainstateamihatenotbandwagoninguretarduhaveadifferentfavorite	_	N	N	_	0	_	_	_
-1," whatever fuck all those assholes. they're niggers, they all look alike to me.",1	whateverfuckallthoseassholestheyreniggerstheyalllookaliketome	_	!	!	_	0	_	_	_
-1, fags,1	fags	_	N	N	_	0	_	_	_
-1, i hate that nigger.,1	ihatethatnigger	_	L	L	_	0	_	_	_
1,lmfaoo somebody commented on my book saying i need medical attention bitch you the one reading it ,1	lmfaosomebodycommentedonmybooksayingineedmedicalattentionbitchyoutheonereadingit	_	!	!	_	0	_	_	_
-1,clan of retards...,"1	clanofretards	_	G	G	_	-1	_	_	_
2	...	_	~	~	_	-1	_	_	_"
-1,  your a nasty nigger whore,1	youranastyniggerwhore	_	!	!	_	0	_	_	_
1, i'm finna get my leg dne ; my hands catch up hoe,1	imfinngetmylegdnepmyhandscatchuphoe	_	L	L	_	0	_	_	_
1,stay witcha nasty little hoes who don't do shit for you.,1	staywitchnastylittlehoeswhodonutdoshitforyou	_	G	G	_	-1	_	_	_
-1,faggots are merely a scientific indicator that something is wrong do not celebrate as unique indiviuals for they are cancer,1	faggotsaremerelyascientificindicatorthatsomethingiswrongdonotcelebrateasuniqueindividualsfortheyarecancer	_	G	G	_	-1	_	_	_
1,"what an amazing, proud day it was today for  and blockheads time for bed good knight",1	whatanamazingprouddayitwastodayforandblockheadstimeforbedgoodknight	_	!	!	_	0	_	_	_
-1, the favorite drink of white trash everywhere....,"1	thefavoritedrinkofwhitetrasheverywhere	_	^	^	_	0	_	_	_
